timestamp_utc,apple_hr_bpm,oura_hr_bpm,apple_avnn_ms,oura_avnn_ms
2025-02-04 16:50:00+00:00,119.0701754385965,132.66666666666666,505.8396523875859,452.3702418439261
2025-02-04 16:55:00+00:00,117.33333333333333,,512.5016494881572,
2025-02-04 17:00:00+00:00,117.0,,512.8205128205128,
2025-02-04 17:05:00+00:00,114.64406779661017,,523.7315361846198,
2025-02-04 17:10:00+00:00,112.85,107.33333333333333,533.0067398918383,559.2102601448396
2025-02-04 17:15:00+00:00,119.25,118.5,504.51221879798635,506.5545739526931
2025-02-04 17:20:00+00:00,112.08333333333333,109.33333333333333,536.9651957035388,549.5644706171022
2025-02-04 17:25:00+00:00,108.83333333333333,103.33333333333333,552.3583791035455,581.3801444869406
2025-02-04 17:30:00+00:00,106.91666666666667,,562.2002419849808,
2025-02-04 17:35:00+00:00,106.8,101.66666666666667,563.6015933988832,590.7806799162781
2025-02-04 17:40:00+00:00,103.96666666666667,106.0,578.3375154791988,566.2393162393162
2025-02-04 17:45:00+00:00,110.38333333333334,,546.1036915020069,
2025-02-04 17:50:00+00:00,103.7719298245614,87.33333333333333,608.9323858941084,689.7728645644556
2025-02-04 17:55:00+00:00,,,,
2025-02-04 18:00:00+00:00,105.59183673469387,92.33333333333333,569.2318362470286,651.5096639920015
2025-02-04 18:05:00+00:00,110.05,,548.11302274745,
2025-02-04 18:10:00+00:00,115.86666666666666,105.5,518.7418142516327,568.733153638814
2025-02-04 18:15:00+00:00,109.93333333333334,,546.9322130854775,
2025-02-04 18:20:00+00:00,109.15,98.0,550.4016875586,613.9549770617732
2025-02-04 18:25:00+00:00,100.81666666666666,,598.9294030938431,
2025-02-04 18:30:00+00:00,106.33333333333333,,568.243659230301,
2025-02-04 18:35:00+00:00,98.88333333333334,,608.6508571851981,
2025-02-04 18:40:00+00:00,101.61666666666666,98.66666666666667,591.6622171085506,609.3816577687545
2025-02-04 18:45:00+00:00,100.45,,598.2191902064073,
2025-02-04 18:50:00+00:00,,,,
2025-02-04 18:55:00+00:00,100.36666666666666,,601.6120584133686,
2025-02-04 19:00:00+00:00,80.6,75.66666666666667,757.0766648076794,799.7605955186474
2025-02-04 19:05:00+00:00,91.11666666666666,,682.3932490333643,
2025-02-04 19:10:00+00:00,98.25,,624.3380679982431,
2025-02-04 19:15:00+00:00,89.48333333333333,,672.1289035997469,
2025-02-04 19:20:00+00:00,89.86666666666666,,669.105795860068,
2025-02-04 19:25:00+00:00,87.03333333333333,,690.7554138731282,
2025-02-04 19:30:00+00:00,87.11666666666666,81.33333333333333,690.2050285408503,739.211979522057
2025-02-04 19:35:00+00:00,87.76666666666667,,684.6722489241821,
2025-02-04 19:40:00+00:00,90.15,88.66666666666667,675.9436537855687,687.1178603701401
2025-02-04 19:45:00+00:00,87.16666666666667,,689.6245924455554,
2025-02-04 19:50:00+00:00,98.68333333333334,,612.8266748158295,
2025-02-04 19:55:00+00:00,,,,
2025-02-04 20:00:00+00:00,,,,
2025-02-04 20:05:00+00:00,,,,
2025-02-04 20:10:00+00:00,,,,
2025-02-04 20:15:00+00:00,,,,
2025-02-04 20:20:00+00:00,,,,
2025-02-04 20:25:00+00:00,,,,
2025-02-04 20:30:00+00:00,,,,
2025-02-04 20:35:00+00:00,,,,
2025-02-04 20:40:00+00:00,,,,
2025-02-04 20:45:00+00:00,,,,
2025-02-04 20:50:00+00:00,,,,
2025-02-04 20:55:00+00:00,,,,
2025-02-04 21:00:00+00:00,,,,
2025-02-04 21:05:00+00:00,,,,
2025-02-04 21:10:00+00:00,,,,
2025-02-04 21:15:00+00:00,,,,
2025-02-04 21:20:00+00:00,,,,
2025-02-04 21:25:00+00:00,,,,
2025-02-04 21:30:00+00:00,,,,
2025-02-04 21:35:00+00:00,116.33898305084746,,516.478267401774,
2025-02-04 21:40:00+00:00,116.5,113.0,518.8283136099107,531.0843741009189
2025-02-04 21:45:00+00:00,115.48333333333333,,521.0985122563146,
2025-02-04 21:50:00+00:00,104.29508196721312,101.66666666666667,577.5807522006314,590.9432436658772
2025-02-04 21:55:00+00:00,101.32203389830508,,594.8434872143407,
2025-02-04 22:00:00+00:00,102.38333333333334,94.66666666666667,590.8569486157415,634.7687400318979
2025-02-04 22:05:00+00:00,101.90163934426229,,589.8652546127005,
2025-02-04 22:10:00+00:00,103.2542372881356,103.66666666666667,581.5512545108411,579.2235801581596
2025-02-04 22:15:00+00:00,100.67213114754098,,596.536777161676,
2025-02-04 22:20:00+00:00,,,,
2025-02-04 22:25:00+00:00,109.9322033898305,,549.8489260106189,
2025-02-04 22:30:00+00:00,112.31147540983606,,538.210233036601,
2025-02-04 22:35:00+00:00,116.40677966101696,98.66666666666667,517.3977131834272,608.8443888193575
