timestamp_utc,apple_hr_bpm,apple_avnn_ms,apple_sdnn_ms,apple_rmssd_ms,apple_pnn50_pct,apple_lf_power,apple_hf_power,apple_lf_hf,apple_n_samples,oura_hr_bpm,oura_avnn_ms,oura_sdnn_ms,oura_rmssd_ms,oura_pnn50_pct,oura_lf_power,oura_hf_power,oura_lf_hf,oura_n_samples
2025-02-07 16:55:00+00:00,93.0,645.1612903225806,,,,,,,1,,,,,,,,,0
2025-02-07 17:00:00+00:00,,,,,,,,,0,107.0,565.5243102051613,65.10175520584029,91.67755406327261,50.0,,,,3
2025-02-07 17:05:00+00:00,103.0,582.5242718446602,,,,,,,1,,,,,,,,,0
2025-02-07 17:10:00+00:00,95.0,631.578947368421,,,,,,,1,98.33333333333333,611.25921676481,31.331395366166298,45.5882625090732,50.0,,,,3
2025-02-07 17:15:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 17:20:00+00:00,97.0,618.6224489795918,6.377551020408191,12.755102040816382,0.0,,,,2,100.66666666666667,596.8293257897218,26.892914155477126,41.122090352353354,50.0,,,,3
2025-02-07 17:25:00+00:00,97.0,618.5567010309278,,,,,,,1,100.66666666666667,597.2253630526906,32.885104001405296,33.11291276581833,0.0,,,,3
2025-02-07 17:30:00+00:00,,,,,,,,,0,102.66666666666667,585.1722777850819,25.85053654197311,26.053179128441307,0.0,,,,3
2025-02-07 17:35:00+00:00,96.41699999999999,623.2535509758429,29.831952072038302,47.964834183367216,50.0,,,,3,101.66666666666667,591.1212568409745,29.01630134383094,47.17815699724366,50.0,,,,3
2025-02-07 17:40:00+00:00,96.0,625.0,,,,,,,1,,,,,,,,,0
2025-02-07 17:45:00+00:00,,,,,,,,,0,109.0,550.4896055354772,5.050575898492381,8.000255703121685,0.0,,,,3
2025-02-07 17:50:00+00:00,94.5,635.7927786499215,23.547880690737884,47.09576138147577,0.0,,,,2,,,,,,,,,0
2025-02-07 17:55:00+00:00,115.5,533.1589475303892,85.39775350053853,170.79550700107706,100.0,,,,2,114.75,523.025713755451,9.152229466619065,3.402848653622764,0.0,0.4302620811352942,0.00432232902491333,99.54403717424582,24
2025-02-07 18:00:00+00:00,,,,,,,,,0,112.06666666666666,535.5337173404469,8.643397759878349,2.8318945310537895,0.0,0.4351823230639387,0.005600318955379763,77.70670323087492,60
2025-02-07 18:05:00+00:00,,,,,,,,,0,101.44444444444444,592.9327788957065,28.8150262827865,8.02827247342862,0.0,3.185361092852865,1.0846007306611083,2.936897424835089,63
2025-02-07 18:10:00+00:00,,,,,,,,,0,99.4,603.7113402061856,8.298808988658998,9.278350515463899,0.0,,,,5
2025-02-07 18:15:00+00:00,87.0,691.1161128028598,31.775453462200403,63.550906924400806,100.0,,,,2,,,,,,,,,0
2025-02-07 18:20:00+00:00,,,,,,,,,0,95.66666666666667,627.9176201372998,26.278951432412978,39.66276473863877,50.0,,,,3
2025-02-07 18:25:00+00:00,131.0,458.01526717557255,,,,,,,1,,,,,,,,,0
2025-02-07 18:30:00+00:00,88.0,681.8181818181819,,,,,,,1,92.66666666666667,648.0113743598777,22.890897559455123,25.797700930515493,0.0,,,,3
2025-02-07 18:35:00+00:00,86.0,697.6744186046511,,,,,,,1,97.33333333333333,618.0323299888518,38.106212134546595,56.573447335804175,50.0,,,,3
2025-02-07 18:40:00+00:00,91.0,659.3406593406594,,,,,,,1,,,,,,,,,0
2025-02-07 18:45:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 18:50:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 18:55:00+00:00,,,,,,,,,0,99.0,606.3080534857609,12.248647545166875,24.49729509033375,0.0,,,,2
2025-02-07 19:00:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 19:05:00+00:00,,,,,,,,,0,99.66666666666667,602.2639983828583,15.286961627752447,15.53640012437737,0.0,,,,3
2025-02-07 19:10:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 19:15:00+00:00,94.0,638.2978723404256,,,,,,,1,,,,,,,,,0
2025-02-07 19:20:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 19:25:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 19:30:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 19:35:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 19:40:00+00:00,130.0,461.53846153846155,,,,,,,1,90.66666666666667,663.675317325572,44.352894160116435,49.81298037840872,50.0,,,,3
2025-02-07 19:45:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 19:50:00+00:00,120.0,500.0,,,,,,,1,97.33333333333333,617.8000217604177,36.09766048339416,42.16992120435391,50.0,,,,3
2025-02-07 19:55:00+00:00,85.0,705.8823529411765,,,,,,,1,103.33333333333333,581.4737109797189,27.17848246985153,29.8333228499118,0.0,,,,3
2025-02-07 20:00:00+00:00,,,,,,,,,0,99.0,608.716309650889,49.350119309326104,49.45718773023679,50.0,,,,3
2025-02-07 20:05:00+00:00,126.0,476.1904761904762,,,,,,,1,121.98148148148148,492.03669972677795,8.96312961652023,3.0283933869912505,0.0,0.517278357886966,0.006243291580210473,82.85346779679439,54
2025-02-07 20:10:00+00:00,89.0,674.1573033707865,,,,,,,1,105.23684210526316,571.126679390645,23.451804222552145,13.216668889869126,0.0,16.53863688419042,4.107155085321598,4.026786556781654,38
2025-02-07 20:15:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 20:20:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 20:25:00+00:00,131.0,458.01526717557255,,,,,,,1,,,,,,,,,0
2025-02-07 20:30:00+00:00,,,,,,,,,0,,,,,,,,,0
2025-02-07 20:35:00+00:00,144.0,416.6666666666667,,,,,,,1,147.33333333333334,407.804285024972,18.73936526314761,31.592327978234895,0.0,,,,3
